,total_return,cagr,volatility,sharpe,sortino,max_drawdown,calmar,hit_rate,average_turnover
ML Direction Signal,-0.047842493243252515,-0.007573789836979206,0.2784812044988035,0.11149923386045281,0.16686113311521758,-0.653089354095073,-0.011596866170745538,0.4147692307692308,0.3950769230769231
